rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
478,Variations of Box Plots,10.1080/00031305.1978.10479236,https://doi.org/10.1080/00031305.1978.10479236,1978,1978-02-01,The American Statistician,2227,No,closed,,https://openalex.org/W1964146567,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
479,Some aspects of the sequential design of experiments,10.1090/s0002-9904-1952-09620-8,https://doi.org/10.1090/s0002-9904-1952-09620-8,1952,1952-01-01,Bulletin of the American Mathematical Society,2227,Yes,diamond,https://www.ams.org/bull/1952-58-05/S0002-9904-1952-09620-8/S0002-9904-1952-09620-8.pdf,https://openalex.org/W1998498767,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
480,Unconditional Quantile Regressions,10.3982/ecta6822,https://doi.org/10.3982/ecta6822,2009,2009-01-01,Econometrica,2224,No,closed,,https://openalex.org/W2112231177,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
481,Multivariate Data Analysis,10.1080/00401706.1973.10489095,https://doi.org/10.1080/00401706.1973.10489095,1973,1973-08-01,Technometrics,2214,No,closed,,https://openalex.org/W1981381864,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
482,Statistical Analysis of Correlated Data Using Generalized Estimating Equations: An Orientation,10.1093/aje/kwf215,https://doi.org/10.1093/aje/kwf215,2003,2003-02-12,American Journal of Epidemiology,2206,Yes,bronze,https://academic.oup.com/aje/article-pdf/157/4/364/178333/kwf215.pdf,https://openalex.org/W2133959349,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
483,Relative Importance for Linear Regression in<i>R</i>: The Package<b>relaimpo</b>,10.18637/jss.v017.i01,https://doi.org/10.18637/jss.v017.i01,2006,2006-01-01,Journal of Statistical Software,2202,Yes,diamond,https://doi.org/10.18637/jss.v017.i01,https://openalex.org/W1795468129,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
484,Optimal Bandwidth Choice for the Regression Discontinuity Estimator,10.1093/restud/rdr043,https://doi.org/10.1093/restud/rdr043,2011,2011-11-24,The Review of Economic Studies,2202,Yes,hybrid,https://doi.org/10.1093/restud/rdr043,https://openalex.org/W2145411167,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
485,Principled missing data methods for researchers,10.1186/2193-1801-2-222,https://doi.org/10.1186/2193-1801-2-222,2013,2013-05-14,SpringerPlus,2198,Yes,diamond,https://springerplus.springeropen.com/counter/pdf/10.1186/2193-1801-2-222,https://openalex.org/W2139075905,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
486,Brownian motion and stochastic calculus,10.1007/bf00046894,https://doi.org/10.1007/bf00046894,1991,1991-08-01,Acta Applicandae Mathematicae,2194,No,closed,,https://openalex.org/W1577527822,Probability and Statistical Research,Statistics and Probability,article,2026-07-24T02:35:38+00:00
487,Multivariate Statistical Methods.,10.2307/2344930,https://doi.org/10.2307/2344930,1977,1977-01-01,Journal of the Royal Statistical Society Series A (General),2190,No,closed,,https://openalex.org/W4289256183,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
488,Causal Inference Using Potential Outcomes,10.1198/016214504000001880,https://doi.org/10.1198/016214504000001880,2005,2005-02-10,Journal of the American Statistical Association,2189,No,closed,,https://openalex.org/W1516659296,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
489,Multiple imputation of missing blood pressure covariates in survival analysis,10.1002/(sici)1097-0258(19990330)18:6<681::aid-sim71>3.0.co;2-r,https://doi.org/10.1002/(sici)1097-0258(19990330)18:6<681::aid-sim71>3.0.co;2-r,1999,1999-03-30,Statistics in Medicine,2189,No,closed,,https://openalex.org/W2113559481,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
490,Using Propensity Scores to Help Design Observational Studies: Application to the Tobacco Litigation,10.1023/a:1020363010465,https://doi.org/10.1023/a:1020363010465,2001,2001-12-01,Health Services and Outcomes Research Methodology,2189,No,closed,,https://openalex.org/W2597503617,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
491,Stability Selection,10.1111/j.1467-9868.2010.00740.x,https://doi.org/10.1111/j.1467-9868.2010.00740.x,2010,2010-07-07,Journal of the Royal Statistical Society Series B (Statistical Methodology),2186,No,closed,,https://openalex.org/W2562162676,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
492,Statistical Methods for Research Workers.,10.2307/2341488,https://doi.org/10.2307/2341488,1926,1926-01-01,Journal Of The Royal Statistical Society,2183,No,closed,,https://openalex.org/W4300944962,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
493,Distance software: design and analysis of distance sampling surveys for estimating population size,10.1111/j.1365-2664.2009.01737.x,https://doi.org/10.1111/j.1365-2664.2009.01737.x,2009,2009-11-17,Journal of Applied Ecology,2178,Yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2664.2009.01737.x,https://openalex.org/W2150466677,Survey Sampling and Estimation Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
494,Detection of Influential Observation in Linear Regression,10.1080/00401706.1977.10489493,https://doi.org/10.1080/00401706.1977.10489493,1977,1977-02-01,Technometrics,2178,No,closed,,https://openalex.org/W4233620411,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
495,Modelling for Survival Data in Medical Research,10.1080/00401706.1995.10485920,https://doi.org/10.1080/00401706.1995.10485920,1995,1995-02-01,Technometrics,2174,No,closed,,https://openalex.org/W2160571019,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
496,Understanding predictive information criteria for Bayesian models,10.1007/s11222-013-9416-2,https://doi.org/10.1007/s11222-013-9416-2,2013,2013-08-19,Statistics and Computing,2173,No,closed,,https://openalex.org/W2130902307,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
497,Further analysis of the data by Akaike's information criterion and the finite corrections,10.1080/03610927808827599,https://doi.org/10.1080/03610927808827599,1978,1978-01-01,Communication in Statistics- Theory and Methods,2169,No,closed,,https://openalex.org/W1598813349,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
498,Estimating the Error Rate of a Prediction Rule: Improvement on Cross-Validation,10.1080/01621459.1983.10477973,https://doi.org/10.1080/01621459.1983.10477973,1983,1983-06-01,Journal of the American Statistical Association,2166,No,closed,,https://openalex.org/W2040615655,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
499,Importance of events per independent variable in proportional hazards regression analysis II. Accuracy and precision of regression estimates,10.1016/0895-4356(95)00048-8,https://doi.org/10.1016/0895-4356(95)00048-8,1995,1995-12-01,Journal of Clinical Epidemiology,2152,Yes,hybrid,https://doi.org/10.1016/0895-4356(95)00048-8,https://openalex.org/W2008706768,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
500,Mediation analysis allowing for exposure–mediator interactions and causal interpretation: Theoretical assumptions and implementation with SAS and SPSS macros.,10.1037/a0031034,https://doi.org/10.1037/a0031034,2013,2013-02-04,Psychological Methods,2146,Yes,hybrid,https://doi.org/10.1037/a0031034,https://openalex.org/W2005441291,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
501,Statistical Analysis with Missing Data,10.2307/1533221,https://doi.org/10.2307/1533221,1988,1988-11-01,Population,2142,No,closed,,https://openalex.org/W2313407065,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
502,Statistical Methods for the Social Sciences,10.2307/2670147,https://doi.org/10.2307/2670147,1998,1998-06-01,Journal of the American Statistical Association,2139,No,closed,,https://openalex.org/W2044233129,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
503,FORWARD SELECTION OF EXPLANATORY VARIABLES,10.1890/07-0986.1,https://doi.org/10.1890/07-0986.1,2008,2008-09-01,Ecology,2131,No,closed,,https://openalex.org/W1988619277,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
504,The Complexity of Enumeration and Reliability Problems,10.1137/0208032,https://doi.org/10.1137/0208032,1979,1979-08-01,SIAM Journal on Computing,2130,No,closed,,https://openalex.org/W2115826669,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
505,Quantile regression for longitudinal data,10.1016/j.jmva.2004.05.006,https://doi.org/10.1016/j.jmva.2004.05.006,2004,2004-07-22,Journal of Multivariate Analysis,2126,No,closed,,https://openalex.org/W1981463702,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
506,Robust regression using iteratively reweighted least-squares,10.1080/03610927708827533,https://doi.org/10.1080/03610927708827533,1977,1977-01-01,Communication in Statistics- Theory and Methods,2118,No,closed,,https://openalex.org/W2050551672,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
507,Estimating the Relative Risk in Cohort Studies and Clinical Trials of Common Outcomes,10.1093/aje/kwg074,https://doi.org/10.1093/aje/kwg074,2003,2003-05-13,American Journal of Epidemiology,2112,No,closed,,https://openalex.org/W2153941399,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
508,Power and sample size calculations,10.1016/0197-2456(90)90005-m,https://doi.org/10.1016/0197-2456(90)90005-m,1990,1990-04-01,Controlled Clinical Trials,2111,No,closed,,https://openalex.org/W1984170705,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
509,More Comments on<i>C<sub>p</sub></i>,10.1080/00401706.1995.10484370,https://doi.org/10.1080/00401706.1995.10484370,1995,1995-11-01,Technometrics,2109,No,closed,,https://openalex.org/W1506069954,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
510,Random Matrix Theory and Wireless Communications,10.1561/0100000001,https://doi.org/10.1561/0100000001,2004,2004-01-07,Foundations and Trends® in Communications and Information Theory,2108,No,closed,,https://openalex.org/W2072184935,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
511,Projection Pursuit Regression,10.1080/01621459.1981.10477729,https://doi.org/10.1080/01621459.1981.10477729,1981,1981-12-01,Journal of the American Statistical Association,2107,Yes,green,https://www.osti.gov/biblio/1445517,https://openalex.org/W2091886411,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
512,The Number Sense: How the Mind Creates Mathematics.,10.2307/2589308,https://doi.org/10.2307/2589308,1998,1998-12-01,American Mathematical Monthly,2099,No,closed,,https://openalex.org/W2481238518,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
513,Statistical Methods for Comparing Regression Coefficients Between Models,10.1086/230638,https://doi.org/10.1086/230638,1995,1995-03-01,American Journal of Sociology,2098,No,closed,,https://openalex.org/W2062337042,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
514,The Visual Display of Quantitative Information.,10.2307/2288294,https://doi.org/10.2307/2288294,1984,1984-06-01,Journal of the American Statistical Association,2090,No,closed,,https://openalex.org/W4299298909,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
515,Time required for Judgements of Numerical Inequality,10.1038/2151519a0,https://doi.org/10.1038/2151519a0,1967,1967-09-01,Nature,2089,No,closed,,https://openalex.org/W2001569942,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
516,Hypothesis testing when a nuisance parameter is present only under the alternative,10.1093/biomet/74.1.33,https://doi.org/10.1093/biomet/74.1.33,1987,1987-01-01,Biometrika,2078,No,closed,,https://openalex.org/W2131940376,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
517,"A theory of magnitude: common cortical metrics of time, space and quantity",10.1016/j.tics.2003.09.002,https://doi.org/10.1016/j.tics.2003.09.002,2003,2003-09-23,Trends in Cognitive Sciences,2077,No,closed,,https://openalex.org/W2044608318,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
518,Nonparametrics: Statistical Methods Based on Ranks.,10.2307/2529529,https://doi.org/10.2307/2529529,1976,1976-06-01,Biometrics,2070,No,closed,,https://openalex.org/W3015973740,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
519,Stable and Efficient Multiple Smoothing Parameter Estimation for Generalized Additive Models,10.1198/016214504000000980,https://doi.org/10.1198/016214504000000980,2004,2004-08-24,Journal of the American Statistical Association,2067,Yes,hybrid,https://www.tandfonline.com/doi/abs/10.1198/016214504000000980,https://openalex.org/W2009499611,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
520,Practical Markov Chain Monte Carlo,10.1214/ss/1177011137,https://doi.org/10.1214/ss/1177011137,1992,1992-11-01,Statistical Science,2064,No,closed,,https://openalex.org/W2048971218,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
521,Equivalence Tests,10.1177/1948550617697177,https://doi.org/10.1177/1948550617697177,2017,2017-05-01,Social Psychological and Personality Science,2062,Yes,green,https://pure.tue.nl/ws/files/80918653/lakeequi2017.pdf,https://openalex.org/W2610765860,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
522,Robust Locally Weighted Regression and Smoothing Scatterplots,10.2307/2286407,https://doi.org/10.2307/2286407,1979,1979-12-01,Journal of the American Statistical Association,2061,No,closed,,https://openalex.org/W4253016408,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
523,Particle Markov Chain Monte Carlo Methods,10.1111/j.1467-9868.2009.00736.x,https://doi.org/10.1111/j.1467-9868.2009.00736.x,2010,2010-05-20,Journal of the Royal Statistical Society Series B (Statistical Methodology),2060,Yes,bronze,https://academic.oup.com/jrsssb/article-pdf/72/3/269/49515565/jrsssb_72_3_269.pdf,https://openalex.org/W1501586228,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
524,Applied and Computational Complex Analysis,10.2307/2005805,https://doi.org/10.2307/2005805,1977,1977-01-01,Mathematics of Computation,2060,No,closed,,https://openalex.org/W2023413246,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
525,A model for association in bivariate life tables and its application in epidemiological studies of familial tendency in chronic disease incidence,10.1093/biomet/65.1.141,https://doi.org/10.1093/biomet/65.1.141,1978,1978-01-01,Biometrika,2056,No,closed,,https://openalex.org/W2054957279,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
526,Accurate Approximations for Posterior Moments and Marginal Densities,10.1080/01621459.1986.10478240,https://doi.org/10.1080/01621459.1986.10478240,1986,1986-03-01,Journal of the American Statistical Association,2047,No,closed,,https://openalex.org/W2017696952,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
527,Practical selection of SVM parameters and noise estimation for SVM regression,10.1016/s0893-6080(03)00169-2,https://doi.org/10.1016/s0893-6080(03)00169-2,2003,2003-07-16,Neural Networks,2046,No,closed,,https://openalex.org/W2158994553,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
528,On the distribution of the largest eigenvalue in principal components analysis,10.1214/aos/1009210544,https://doi.org/10.1214/aos/1009210544,2001,2001-04-01,The Annals of Statistics,2045,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-29/issue-2/On-the-distribution-of-the-largest-eigenvalue-in-principal-components/10.1214/aos/1009210544.pdf,https://openalex.org/W1520752838,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
529,Bayes Estimates for the Linear Model,10.1111/j.2517-6161.1972.tb00885.x,https://doi.org/10.1111/j.2517-6161.1972.tb00885.x,1972,1972-09-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),2041,No,closed,,https://openalex.org/W128740895,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
530,Surrogate endpoints in clinical trials: Definition and operational criteria,10.1002/sim.4780080407,https://doi.org/10.1002/sim.4780080407,1989,1989-04-01,Statistics in Medicine,2040,No,closed,,https://openalex.org/W2155949904,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
531,Population Marginal Means in the Linear Model: An Alternative to Least Squares Means,10.1080/00031305.1980.10483031,https://doi.org/10.1080/00031305.1980.10483031,1980,1980-11-01,The American Statistician,2030,No,closed,,https://openalex.org/W2063588175,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
532,Empirical likelihood ratio confidence intervals for a single functional,10.1093/biomet/75.2.237,https://doi.org/10.1093/biomet/75.2.237,1988,1988-01-01,Biometrika,2024,No,closed,,https://openalex.org/W2116855184,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
533,Table for Estimating the Goodness of Fit of Empirical Distributions,10.1214/aoms/1177730256,https://doi.org/10.1214/aoms/1177730256,1948,1948-06-01,The Annals of Mathematical Statistics,2023,Yes,bronze,https://projecteuclid.org/journals/annals-of-mathematical-statistics/volume-19/issue-2/Table-for-Estimating-the-Goodness-of-Fit-of-Empirical-Distributions/10.1214/aoms/1177730256.pdf,https://openalex.org/W1974971448,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
534,Cross-Sectional Studies,10.1016/j.chest.2020.03.012,https://doi.org/10.1016/j.chest.2020.03.012,2020,2020-07-01,CHEST Journal,2023,Yes,bronze,http://journal.chestnet.org/article/S0012369220304621/pdf,https://openalex.org/W3039445169,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
535,Comparative fit indexes in structural models.,10.1037//0033-2909.107.2.238,https://doi.org/10.1037//0033-2909.107.2.238,1990,1990-01-01,Psychological Bulletin,2020,No,closed,,https://openalex.org/W4234806525,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
536,Balancing Type I error and power in linear mixed models,10.1016/j.jml.2017.01.001,https://doi.org/10.1016/j.jml.2017.01.001,2017,2017-02-10,Journal of Memory and Language,2002,Yes,hybrid,https://doi.org/10.1016/j.jml.2017.01.001,https://openalex.org/W2123565526,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
537,The Dip Test of Unimodality,10.1214/aos/1176346577,https://doi.org/10.1214/aos/1176346577,1985,1985-03-01,The Annals of Statistics,1996,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-13/issue-1/The-Dip-Test-of-Unimodality/10.1214/aos/1176346577.pdf,https://openalex.org/W1997817740,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
538,A Primer of Multivariate Statistics,10.2307/2529445,https://doi.org/10.2307/2529445,1975,1975-06-01,Biometrics,1994,No,closed,,https://openalex.org/W2093949644,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
539,Doubly Robust Estimation in Missing Data and Causal Inference Models,10.1111/j.1541-0420.2005.00377.x,https://doi.org/10.1111/j.1541-0420.2005.00377.x,2005,2005-12-01,Biometrics,1994,No,closed,,https://openalex.org/W2137370054,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
540,Statistical Methods for Medical and Biological Students,10.1093/ptj/21.2.124c,https://doi.org/10.1093/ptj/21.2.124c,1941,1941-03-01,Physical Therapy,1992,No,closed,,https://openalex.org/W2545763371,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
541,Markov Chain Monte Carlo Convergence Diagnostics: A Comparative Review,10.1080/01621459.1996.10476956,https://doi.org/10.1080/01621459.1996.10476956,1996,1996-06-01,Journal of the American Statistical Association,1989,No,closed,,https://openalex.org/W2102862543,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
542,An Introduction to Categorical Data Analysis,10.1016/s0167-9473(97)84760-3,https://doi.org/10.1016/s0167-9473(97)84760-3,1997,1997-02-01,Computational Statistics & Data Analysis,1985,No,closed,,https://openalex.org/W1516756414,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
543,Varieties of numerical abilities,10.1016/0010-0277(92)90049-n,https://doi.org/10.1016/0010-0277(92)90049-n,1992,1992-01-01,Cognition,1985,No,closed,,https://openalex.org/W2075953930,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
544,The Foundations of Statistics,10.2307/3615588,https://doi.org/10.2307/3615588,1973,1973-10-01,The Mathematical Gazette,1984,No,closed,,https://openalex.org/W2796971335,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
545,Overadjustment Bias and Unnecessary Adjustment in Epidemiologic Studies,10.1097/ede.0b013e3181a819a1,https://doi.org/10.1097/ede.0b013e3181a819a1,2009,2009-06-12,Epidemiology,1979,Yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/2744485,https://openalex.org/W2004722883,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
546,Intention-to-treat concept: A review,10.4103/2229-3485.83221,https://doi.org/10.4103/2229-3485.83221,2011,2011-01-01,Perspectives in Clinical Research,1969,Yes,diamond,https://doi.org/10.4103/2229-3485.83221,https://openalex.org/W2136133622,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
547,Mediation Analysis: A Practitioner's Guide,10.1146/annurev-publhealth-032315-021402,https://doi.org/10.1146/annurev-publhealth-032315-021402,2015,2015-03-26,Annual Review of Public Health,1969,No,closed,,https://openalex.org/W2193561325,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
548,A REVIEW OF GOODNESS OF FIT STATISTICS FOR USE IN THE DEVELOPMENT OF LOGISTIC REGRESSION MODELS1,10.1093/oxfordjournals.aje.a113284,https://doi.org/10.1093/oxfordjournals.aje.a113284,1982,1982-01-01,American Journal of Epidemiology,1965,No,closed,,https://openalex.org/W2266995761,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
549,Estimating the sample size for a pilot randomised trial to minimise the overall trial sample size for the external pilot and main trial for a continuous outcome variable,10.1177/0962280215588241,https://doi.org/10.1177/0962280215588241,2015,2015-06-19,Statistical Methods in Medical Research,1960,Yes,hybrid,https://journals.sagepub.com/doi/pdf/10.1177/0962280215588241,https://openalex.org/W2137904825,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
550,The Analysis of Cross-Classified Categorical Data,10.2307/1267767,https://doi.org/10.2307/1267767,1979,1979-08-01,Technometrics,1958,No,closed,,https://openalex.org/W2135157209,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
551,"Quasi-likelihood functions, generalized linear models, and the Gauss—Newton method",10.1093/biomet/61.3.439,https://doi.org/10.1093/biomet/61.3.439,1974,1974-01-01,Biometrika,1955,No,closed,,https://openalex.org/W1979159029,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
552,Multicollinearity in Regression Analysis: The Problem Revisited,10.2307/1937887,https://doi.org/10.2307/1937887,1967,1967-02-01,The Review of Economics and Statistics,1955,Yes,green,http://hdl.handle.net/1721.1/48530,https://openalex.org/W2066124661,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
553,The Abuse of Power,10.1198/000313001300339897,https://doi.org/10.1198/000313001300339897,2001,2001-02-01,The American Statistician,1952,No,closed,,https://openalex.org/W2069523442,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
554,How Big is a Big Odds Ratio? Interpreting the Magnitudes of Odds Ratios in Epidemiological Studies,10.1080/03610911003650383,https://doi.org/10.1080/03610911003650383,2010,2010-03-31,Communications in Statistics - Simulation and Computation,1951,No,closed,,https://openalex.org/W2029059557,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
555,A Fast Algorithm for the Minimum Covariance Determinant Estimator,10.1080/00401706.1999.10485670,https://doi.org/10.1080/00401706.1999.10485670,1999,1999-08-01,Technometrics,1943,No,closed,,https://openalex.org/W4243563432,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
556,Contributions to Probability and Statistics: Essays in Honor of Harold Hotelling.,10.2307/2984135,https://doi.org/10.2307/2984135,1961,1961-01-01,Journal of the Royal Statistical Society Series A (General),1942,No,closed,,https://openalex.org/W2016274652,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
557,Regression to the mean: what it is and how to deal with it,10.1093/ije/dyh299,https://doi.org/10.1093/ije/dyh299,2004,2004-08-27,International Journal of Epidemiology,1935,Yes,bronze,https://academic.oup.com/ije/article-pdf/34/1/215/1789489/dyh299.pdf,https://openalex.org/W2155188667,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
558,Understanding Power and Rules of Thumb for Determining Sample Sizes,10.20982/tqmp.03.2.p043,https://doi.org/10.20982/tqmp.03.2.p043,2007,2007-09-01,Tutorials in Quantitative Methods for Psychology,1928,Yes,diamond,https://www.tqmp.org/RegularArticles/vol03-2/p043/p043.pdf,https://openalex.org/W112288907,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
559,Residuals and Influence in Regression.,10.2307/2531125,https://doi.org/10.2307/2531125,1983,1983-09-01,Biometrics,1928,No,closed,,https://openalex.org/W2796514099,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
560,A wilcoxon‐type test for trend,10.1002/sim.4780040112,https://doi.org/10.1002/sim.4780040112,1985,1985-01-01,Statistics in Medicine,1925,No,closed,,https://openalex.org/W2112446953,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
561,Applied Multivariate Statistical Analysis,10.2307/1267865,https://doi.org/10.2307/1267865,1983,1983-11-01,Technometrics,1920,No,closed,,https://openalex.org/W4289257726,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
562,Varying-Coefficient Models,10.1111/j.2517-6161.1993.tb01939.x,https://doi.org/10.1111/j.2517-6161.1993.tb01939.x,1993,1993-09-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),1917,No,closed,,https://openalex.org/W2509991828,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
563,The Generalization of `Student's' Problem when Several Different Population Variances are Involved,10.2307/2332510,https://doi.org/10.2307/2332510,1947,1947-01-01,Biometrika,1916,No,closed,,https://openalex.org/W4251742697,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
564,The<i>R</i>Package<b>geepack</b>for Generalized Estimating Equations,10.18637/jss.v015.i02,https://doi.org/10.18637/jss.v015.i02,2006,2006-01-01,Journal of Statistical Software,1910,Yes,diamond,https://doi.org/10.18637/jss.v015.i02,https://openalex.org/W1950067960,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
